RFs	Gene.ID	Regulatory.Type	RIF1_Pearson	RIF1_Spearman	RIF1_Sobolev	RIF1_Fisher	RIF2_Pearson	RIF2_Spearman	RIF2_Sobolev	RIF2_Fisher
ENSG00000257829	ENSG00000257829	lncRNA	-0.62	-1.92	-0.71	-0.09	0.72	0.73	-0.06	-0.05
ENSG00000257883	ENSG00000257883	lncRNA	-0.8	-1.37	-0.14	0.02	0.42	0.35	0.82	0.96
ENSG00000257900	ENSG00000257900	lncRNA	0.51	-0.57	-0.77	-0.12	0.65	0.18	0.29	0.62
ENSG00000257943	ENSG00000257943	lncRNA	0.64	0.54	0.74	0.3	0.7	0.79	0.83	0.95
ENSG00000257989	ENSG00000257989	lncRNA	0.77	0.56	0.02	0.16	0.07	0.08	0.56	0.62
ENSG00000258028	ENSG00000258028	lncRNA	0.39	-0.21	0.71	0.29	0.64	0.67	0.44	0.48
ENSG00000258038	ENSG00000258038	lncRNA	0.7	0.89	0.74	0.31	0.57	0.73	0.8	0.88
ENSG00000258077	ENSG00000258077	lncRNA	0.68	0.63	0.54	0.31	0.43	0.22	0.18	0.74
ENSG00000258086	ENSG00000258086	lncRNA	0.67	0.62	-0.09	0.19	0.19	-1.17	-0.14	-0.3
ENSG00000258099	ENSG00000258099	lncRNA	-1.25	-2.82	-1.05	-0.13	-0.6	-1.86	0.61	0.55
ENSG00000258137	ENSG00000258137	lncRNA	0.4	0.85	0.43	0.22	0.07	-2.06	-0.02	-0.53
ENSG00000258162	ENSG00000258162	lncRNA	0.59	0.44	0.53	0.31	0.59	0.93	0.89	1.12
ENSG00000258171	ENSG00000258171	lncRNA	0.31	-1.04	0.69	0.27	0.28	-0.08	-0.22	0.1
ENSG00000258249	ENSG00000258249	lncRNA	-0.33	-0.98	0.6	0.04	0.04	0.19	0.07	0.36
ENSG00000258274	ENSG00000258274	lncRNA	0.45	-0.39	-0.51	0.3	-0.97	-3.46	0.13	-1.14
ENSG00000258308	ENSG00000258308	lncRNA	-2.1	-0.8	-0.14	-0.14	-1.35	-0.28	-1.09	-1.1
ENSG00000258314	ENSG00000258314	lncRNA	-1.55	-0.01	0.57	0.18	-0.02	0.24	0.06	0.44
ENSG00000258376	ENSG00000258376	lncRNA	0.68	0.62	-0.8	0.14	-0.61	-0.56	-0.5	-1.21
ENSG00000258399	ENSG00000258399	lncRNA	0.25	0.5	0.38	0.27	0.46	0.42	0.25	0.3
ENSG00000258412	ENSG00000258412	lncRNA	-0.06	0.84	0.72	0.29	0.5	0.51	0.41	0.69
ENSG00000258441	ENSG00000258441	lncRNA	-0.35	0.64	-0.09	0.26	-2.74	-0.35	-5.06	-2.47
ENSG00000258444	ENSG00000258444	lncRNA	0.79	0.79	0.75	-8.48	0.75	0.88	1.15	-0.53
ENSG00000258471	ENSG00000258471	lncRNA	0.43	0.73	-0.15	0.16	0.71	0.83	0.7	0.58
ENSG00000258479	ENSG00000258479	lncRNA	-0.52	0.42	-1.88	0.01	0.67	0.67	-0.01	-0.15
ENSG00000258483	ENSG00000258483	lncRNA	0.37	0.72	0.58	0.3	0.76	0.73	0.41	0.47
ENSG00000258498	ENSG00000258498	lncRNA	0.62	0.76	-2.2	0.02	0.22	-0.53	-0.41	-0.86
ENSG00000258535	ENSG00000258535	lncRNA	-0.18	0.49	0.47	0.3	0.78	0.79	-0.24	-0.21
ENSG00000258537	ENSG00000258537	lncRNA	-1.74	0.9	-2.89	-0.86	-2.8	-1.51	-2.08	-2.51
ENSG00000258545	ENSG00000258545	lncRNA	-1.2	-1.13	0	-0.05	0.28	0.75	0.31	0.4
ENSG00000258548	ENSG00000258548	lncRNA	-3.8	-0.67	-0.62	-0.2	-1.13	0.74	-0.27	-0.16
ENSG00000258551	ENSG00000258551	lncRNA	0.4	0.32	-0.53	0.18	0.73	0.35	0.97	1.02
ENSG00000258553	ENSG00000258553	lncRNA	0.42	0.12	0.74	0.23	0.35	0.12	0.75	0.89
ENSG00000258584	ENSG00000258584	lncRNA	-0.08	0.47	-7.6	-1.05	-2.99	-2.35	-4.85	-2.51
ENSG00000258602	ENSG00000258602	lncRNA	0.26	0.67	0	0.14	0.76	0.79	0.76	0.58
ENSG00000258604	ENSG00000258604	lncRNA	0.32	0.18	0.58	0.26	0.77	0.88	0.28	0.01
ENSG00000258636	ENSG00000258636	lncRNA	0.85	0.8	-0.51	0.3	-0.72	-1.18	0.18	-0.88
ENSG00000258642	ENSG00000258642	lncRNA	0.25	-1.13	0.66	0.29	0.73	0.41	0.8	0.86
ENSG00000258647	ENSG00000258647	lncRNA	-1.33	-2.46	0	0.03	-0.6	-2.31	0.36	0.62
ENSG00000258670	ENSG00000258670	lncRNA	0.68	0.68	0.62	0.29	0.71	0.89	-0.35	-0.28
ENSG00000258675	ENSG00000258675	lncRNA	-2.08	0.72	0.56	-0.12	-2.34	0.39	-0.1	-0.88
ENSG00000258676	ENSG00000258676	lncRNA	-0.31	-3.52	-0.73	0.07	-0.13	-3.36	0.87	0.88
ENSG00000258710	ENSG00000258710	lncRNA	0.4	0.24	0.66	0.31	0.77	0.77	0.33	0.56
ENSG00000258711	ENSG00000258711	lncRNA	0.29	-0.67	-2.17	0.07	0.68	-0.57	1.17	0.86
ENSG00000258752	ENSG00000258752	lncRNA	0.7	0.6	0.54	0.26	0.78	0.94	0	0.05
ENSG00000258770	ENSG00000258770	lncRNA	0.79	0.79	0.75	-5.02	0.75	0.88	1.15	3.1
ENSG00000258798	ENSG00000258798	lncRNA	0.53	0.16	0.41	0.1	0.21	-0.15	0.6	0.72
ENSG00000258808	ENSG00000258808	lncRNA	-1.32	0.15	0.66	-0.08	-0.67	-0.07	0.03	-0.72
ENSG00000258829	ENSG00000258829	lncRNA	0.71	0.69	0.41	0.3	0.76	0.94	0.63	0.65
ENSG00000258837	ENSG00000258837	lncRNA	-1.31	-0.48	0.71	0.27	0.42	0.52	0.33	0.58
ENSG00000258918	ENSG00000258918	lncRNA	0.55	0.65	0.71	0.29	0.68	0.74	0.75	0.75
ENSG00000258927	ENSG00000258927	lncRNA	0.2	0.34	0.75	0.29	0.76	0.8	0.67	0.71
ENSG00000258955	ENSG00000258955	lncRNA	0.43	0.3	0.52	0.3	0.75	0.79	-0.09	-0.17
ENSG00000258969	ENSG00000258969	lncRNA	0.79	0.79	0.75	-4.71	0.75	0.88	1.15	3.09
ENSG00000258977	ENSG00000258977	lncRNA	-0.35	0.39	0.72	0.25	0.11	-0.5	0.24	0.88
ENSG00000259001	ENSG00000259001	lncRNA	0.7	0.65	0.16	0.13	0.74	0.79	0.1	0.07
ENSG00000259023	ENSG00000259023	lncRNA	-0.21	-1.11	0.61	0.04	-0.46	-1.7	-0.54	-1.11
ENSG00000259038	ENSG00000259038	lncRNA	-4.13	-1.66	-2.71	-0.46	0.11	0.65	-0.03	0.08
ENSG00000259060	ENSG00000259060	lncRNA	-0.48	-2.02	0.38	0.21	0.67	0.31	0.76	0.81
ENSG00000259129	ENSG00000259129	lncRNA	0.8	0.74	0.37	0.27	0.7	0.75	0.26	0.55
ENSG00000259130	ENSG00000259130	lncRNA	0.6	0.36	0.73	0.3	0.71	-0.1	0.31	0.45
ENSG00000259309	ENSG00000259309	lncRNA	0.36	-0.63	0.32	0.08	-0.37	-0.91	0.41	0.88
ENSG00000259319	ENSG00000259319	lncRNA	0.65	0.78	-0.02	0.3	-2.38	-0.52	-1.81	-2.21
ENSG00000259342	ENSG00000259342	lncRNA	-0.16	0.23	0.58	0.27	0.47	0.53	0.3	0.3
ENSG00000259345	ENSG00000259345	lncRNA	-3.64	-3.51	-0.07	-0.08	-0.45	-0.64	-0.28	0.01
ENSG00000259353	ENSG00000259353	lncRNA	0.59	0.5	0.38	0.23	-2.8	-3.2	-1.83	-2.35
ENSG00000259354	ENSG00000259354	lncRNA	-0.48	0.02	0.71	0.28	-0.61	-0.88	-0.16	0.09
ENSG00000259362	ENSG00000259362	lncRNA	-0.26	0.79	-1.11	0.19	0.78	0.85	0.67	0.31
ENSG00000259370	ENSG00000259370	lncRNA	0.18	0.66	-0.14	0.07	0.45	-0.09	0.25	-0.11
ENSG00000259426	ENSG00000259426	lncRNA	-2.25	-1.15	-0.84	-0.2	-2.01	-1.79	-2.03	-2.14
ENSG00000259430	ENSG00000259430	lncRNA	0.09	0.04	0.63	0.3	0.72	0.77	-0.42	-0.54
ENSG00000259442	ENSG00000259442	lncRNA	-1.61	-3.18	0.71	0.09	-0.67	-2.4	0.21	0.67
ENSG00000259446	ENSG00000259446	lncRNA	0.39	0.5	0.17	0.18	0.77	0.8	0.05	-0.05
ENSG00000259478	ENSG00000259478	lncRNA	-0.42	-1.26	0.31	0.1	0.2	-1.29	-0.16	-0.38
ENSG00000259514	ENSG00000259514	lncRNA	0.21	-0.17	-0.11	0.26	0.31	-0.06	0.37	0.42
ENSG00000259561	ENSG00000259561	lncRNA	-0.65	-0.41	0.32	0.15	0.15	0.55	0.01	0.26
ENSG00000259577	ENSG00000259577	lncRNA	0.75	0.7	0.34	0.26	0.52	0.09	-0.67	-0.9
ENSG00000259641	ENSG00000259641	lncRNA	0.77	0.66	0.67	0.27	-0.32	-0.46	0.07	0.42
ENSG00000259663	ENSG00000259663	lncRNA	0.51	0.5	-0.47	0.28	-2.37	-3.1	-1.65	-2.1
ENSG00000259703	ENSG00000259703	lncRNA	0.59	0.15	0.54	0.28	0.03	-0.61	0.17	0.43
ENSG00000259704	ENSG00000259704	lncRNA	-1.23	-1.56	0.54	0.24	-0.32	-0.07	-0.3	0.03
ENSG00000259705	ENSG00000259705	lncRNA	0.23	0.48	0.7	0.3	0.11	-0.23	-0.7	-0.99
ENSG00000259721	ENSG00000259721	lncRNA	0.4	0.29	0.64	0.3	0.1	0.23	0.7	0.82
ENSG00000259724	ENSG00000259724	lncRNA	0.47	0.26	0.69	0.3	0.58	0.72	0.79	0.86
ENSG00000259725	ENSG00000259725	lncRNA	-1.8	-0.07	-0.66	0.02	0.52	0.76	0.37	0.4
ENSG00000259727	ENSG00000259727	lncRNA	-0.85	-0.13	0.45	0.05	-2.82	-1.5	-2.49	-2.05
ENSG00000259730	ENSG00000259730	lncRNA	0.52	-0.18	0.71	0.27	0.65	0.51	0.45	0.56
ENSG00000259737	ENSG00000259737	lncRNA	0.1	0.22	0.64	0.3	0.79	0.76	0.38	0.36
ENSG00000259786	ENSG00000259786	lncRNA	0.17	0.67	0.65	0.29	0.68	0.85	0.64	0.76
ENSG00000259791	ENSG00000259791	lncRNA	0.72	0.6	0.58	0.29	0.53	0.08	0.39	0.66
ENSG00000259803	ENSG00000259803	lncRNA	0.75	0.8	0.67	0.32	0.59	0.77	0.34	0.35
ENSG00000259828	ENSG00000259828	lncRNA	-3.68	-0.64	-0.24	-0.49	-2.05	-0.03	-0.49	-0.86
ENSG00000259905	ENSG00000259905	lncRNA	-0.37	0.5	0.53	0.21	0.38	0.38	0.66	0.88
ENSG00000259937	ENSG00000259937	lncRNA	0.31	0.67	-0.82	-0.06	-1.79	-0.63	-1.69	-1.28
ENSG00000259946	ENSG00000259946	lncRNA	0.79	0.79	0.75	-5.22	0.75	0.88	1.15	3.08
ENSG00000259969	ENSG00000259969	lncRNA	0.1	-0.04	0	0.21	-2.22	-2.96	-1.76	-2.14
ENSG00000259974	ENSG00000259974	lncRNA	-2.15	-3.62	0.33	-0.01	0.26	-0.85	0.25	0.63
ENSG00000260019	ENSG00000260019	lncRNA	0.56	0.52	-0.18	0.23	0.71	0.71	0.96	1.04
ENSG00000260027	ENSG00000260027	lncRNA	0.19	-0.52	-0.73	-0.09	0.75	0.37	0.95	0.85
ENSG00000260027	HOXB7	lncRNA	0.19	-0.52	-0.73	-0.09	0.75	0.37	0.95	0.85
ENSG00000260125	ENSG00000260125	lncRNA	0.61	0.38	-0.29	0.18	0.66	0.85	0.94	0.99
ENSG00000260186	ENSG00000260186	lncRNA	0.1	0.69	-0.43	-0.13	0.75	0.83	0.96	1.1
ENSG00000260209	ENSG00000260209	lncRNA	0.87	0.8	-0.72	0.07	0.6	0.09	0.89	0.98
ENSG00000260213	ENSG00000260213	lncRNA	0.58	-0.05	0.71	0.27	0.02	-0.67	0.08	0.23
ENSG00000260228	ENSG00000260228	lncRNA	-0.7	-1.44	0.06	-0.05	0.13	0.14	0.54	0.8
ENSG00000260230	ENSG00000260230	lncRNA	-0.67	0.54	0.16	0.04	-2.02	-1.08	-2.48	-2.14
ENSG00000260260	ENSG00000260260	lncRNA	0.43	-0.17	-1.22	-0.19	0.03	0.3	0.53	0.53
ENSG00000260265	ENSG00000260265	lncRNA	-1.37	-1.75	0.23	0.11	0.35	0.21	-0.16	0
ENSG00000260302	ENSG00000260302	lncRNA	0.42	0.42	0.7	0.29	0.72	0.53	0.57	0.21
ENSG00000260303	ENSG00000260303	lncRNA	0.56	0.42	0.74	0.31	0.73	-0.8	0.84	1.01
ENSG00000260328	ENSG00000260328	lncRNA	-0.51	0.29	-0.13	0.11	0.56	0.88	0.93	1.09
ENSG00000260329	ENSG00000260329	lncRNA	0.2	0.63	0.42	0.32	-1.02	-0.25	-1.21	-1.49
ENSG00000260401	ENSG00000260401	lncRNA	-1.22	-0.12	-1.37	-0.24	0.6	0.74	0.72	0.62
ENSG00000260409	ENSG00000260409	lncRNA	0.65	-0.17	0.09	0.26	-0.02	-0.83	-0.34	-0.01
ENSG00000260412	ENSG00000260412	lncRNA	0.67	-1.14	0.64	0.3	-0.5	-1.48	0.68	-0.02
ENSG00000260426	ENSG00000260426	lncRNA	0.95	0.71	0.73	0.32	0.55	0.86	0.86	1.12
ENSG00000260430	ENSG00000260430	lncRNA	0.84	0.23	0.79	0.35	0.12	0.1	0.23	0.11
ENSG00000260460	ENSG00000260460	lncRNA	0.56	-0.64	0.47	0.29	0.75	0.31	0.88	0.82
ENSG00000260469	ENSG00000260469	lncRNA	0.76	0.58	0.66	0.28	0.69	0.9	-0.42	-0.44
ENSG00000260484	ENSG00000260484	lncRNA	0.53	0.44	0.14	0.2	0.74	0.92	0.93	1.01
ENSG00000260492	ENSG00000260492	lncRNA	0.27	0.8	-0.16	0.1	-0.26	0.71	-0.89	-0.72
ENSG00000260517	ENSG00000260517	lncRNA	0.48	0.06	0.38	0.26	0.73	0.87	-0.38	-0.5
ENSG00000260542	ENSG00000260542	lncRNA	0.79	0.79	0.75	-8.53	0.75	0.88	1.15	-0.55
ENSG00000260577	ENSG00000260577	lncRNA	0.73	0.61	-0.3	0.2	0.48	0.09	-0.28	-0.6
ENSG00000260593	ENSG00000260593	lncRNA	0.81	0.7	0.34	0.17	0.25	0.25	0.26	0.63
ENSG00000260597	ENSG00000260597	lncRNA	0.59	0.25	-0.54	-0.05	0.44	0.66	0.98	1.18
ENSG00000260634	ENSG00000260634	lncRNA	-0.12	0.43	0.31	-0.01	-0.82	-0.76	-0.84	-1.22
ENSG00000260661	ENSG00000260661	lncRNA	0.73	0.76	0.68	0.27	0.72	0.81	0.12	0.22
ENSG00000260701	ENSG00000260701	lncRNA	-0.03	0.67	0.52	0.3	0.68	0.6	0.52	0.51
ENSG00000260710	ENSG00000260710	lncRNA	-0.4	-1.24	0.74	0.27	0.26	0.09	0.68	0.76
ENSG00000260742	ENSG00000260742	lncRNA	-1.61	0.72	0.55	0.3	-1.25	0.66	-1.7	-1.22
ENSG00000260757	ENSG00000260757	lncRNA	-0.75	0.06	-0.15	0.13	-0.07	0.5	-0.13	0.03
ENSG00000260760	ENSG00000260760	lncRNA	0.6	0.55	0.65	0.31	0.43	0.45	0.58	0.72
ENSG00000260788	ENSG00000260788	lncRNA	-0.24	-2.02	0.12	-0.06	0.14	-0.55	0.77	1.12
ENSG00000260802	ENSG00000260802	lncRNA	-1.1	-0.53	-1.48	-0.36	0.7	0.94	0.45	0.44
ENSG00000260806	ENSG00000260806	lncRNA	0.87	0.6	0.05	0.1	-0.29	-1.44	0.43	0.5
ENSG00000260838	ENSG00000260838	lncRNA	0.05	0.35	0.62	0.29	0.65	0.71	-0.04	-0.12
ENSG00000260859	ENSG00000260859	lncRNA	0.79	0.52	0.74	0.32	0.72	0.8	-0.31	-0.35
ENSG00000260868	ENSG00000260868	lncRNA	0.71	0.68	-2.57	0.22	-0.02	-0.57	0.15	-0.63
ENSG00000260896	ENSG00000260896	lncRNA	0.79	0.16	0.8	0.29	0.69	0.84	0.43	0.61
ENSG00000260920	ENSG00000260920	lncRNA	0.44	0.53	-0.62	0.08	0.71	0.86	0.15	-0.09
ENSG00000260958	ENSG00000260958	lncRNA	0.68	0.61	0.74	0.3	0.51	0.77	0.83	1.01
ENSG00000260976	ENSG00000260976	lncRNA	0.06	0.42	0.72	0.25	0.74	0.82	0.85	1.09
ENSG00000261000	ENSG00000261000	lncRNA	0.35	-0.11	0.28	0.24	0.32	-0.39	0.36	0.59
ENSG00000261033	ENSG00000261033	lncRNA	0.46	0.12	0.65	0.18	-0.32	-0.19	-0.71	-1.15
ENSG00000261044	ENSG00000261044	lncRNA	0.19	0.33	0.58	0.25	0.73	0.69	0.86	1.01
ENSG00000261054	ENSG00000261054	lncRNA	0.72	0.44	-0.54	0.29	-2.35	-3.02	-1.64	-2.08
ENSG00000261061	ENSG00000261061	lncRNA	0.71	0.26	0.88	0.32	0.54	0.42	0.58	0.5
ENSG00000261076	ENSG00000261076	lncRNA	-1.68	-1	0.55	0	-1.7	-0.74	-0.21	-1.5
ENSG00000261082	ENSG00000261082	lncRNA	-0.78	-0.1	0.69	0.08	-0.71	-0.58	-0.04	-0.46
ENSG00000261092	ENSG00000261092	lncRNA	0.55	-0.4	0.64	0.31	0.32	-0.58	0.55	0.93
ENSG00000261103	ENSG00000261103	lncRNA	-0.49	-0.39	0.2	-0.1	0.16	0.2	-0.27	-0.38
ENSG00000261116	ENSG00000261116	lncRNA	-1.47	-1.28	-1.02	0.06	0.66	0.74	0.24	-0.04
ENSG00000261120	ENSG00000261120	lncRNA	0.4	0.01	-0.01	0.1	0.69	0.66	-0.18	-0.03
ENSG00000261146	ENSG00000261146	lncRNA	0.41	0.06	0.67	0.27	0.61	0.52	0.54	0.75
ENSG00000261175	ENSG00000261175	lncRNA	-0.46	-0.63	-0.77	-0.34	0.65	0.81	1	1.14
ENSG00000261211	ENSG00000261211	lncRNA	-0.11	-1.89	-1.12	-0.27	0.21	-0.91	0.69	0.75
ENSG00000261218	ENSG00000261218	lncRNA	-0.57	-0.23	0.68	0.12	-0.15	-0.31	-0.45	-0.96
ENSG00000261222	ENSG00000261222	lncRNA	-0.38	-1.42	-0.91	0.03	0.7	0.7	0.72	0.63
ENSG00000261235	ENSG00000261235	lncRNA	-0.72	-0.96	-0.2	0.14	0.38	0.29	0.01	0.14
ENSG00000261276	ENSG00000261276	lncRNA	0.19	0.53	-0.44	0.03	-3.17	-1.87	-3.39	-2.72
ENSG00000261324	ENSG00000261324	lncRNA	0.27	-0.85	0.79	0.28	-0.76	-2.26	0.13	0.57
ENSG00000261353	ENSG00000261353	lncRNA	0.46	0.74	0.57	0.28	0.24	0.3	-0.86	-1.03
ENSG00000261373	ENSG00000261373	lncRNA	-0.81	-0.95	-1.23	-0.3	-0.3	-0.49	0.4	0.51
ENSG00000261400	ENSG00000261400	lncRNA	-1.79	-2.25	0.65	0.25	0.32	-0.08	0.41	0.56
ENSG00000261431	ENSG00000261431	lncRNA	0.54	0.5	0.41	0.2	-0.07	0.16	0.28	0.65
ENSG00000261434	ENSG00000261434	lncRNA	-2.89	0.21	0.69	0.24	-1.91	0.83	0.54	0
ENSG00000261469	ENSG00000261469	lncRNA	-3.82	-6.19	0.75	-0.06	-1.25	-2.17	0.02	0.48
ENSG00000261472	ENSG00000261472	lncRNA	-3.93	-0.84	-0.87	-0.47	-1.61	0.15	-0.97	-1.01
ENSG00000261490	ENSG00000261490	lncRNA	0.59	0.93	-1.93	0.01	0.76	0.79	0.57	0.25
ENSG00000261504	ENSG00000261504	lncRNA	-0.34	-0.63	0.55	0.3	0.36	0.46	-0.38	-0.79
ENSG00000261520	ENSG00000261520	lncRNA	-0.07	-1.11	-0.13	0	0.47	0.48	0.37	0.31
ENSG00000261538	ENSG00000261538	lncRNA	0.76	0.66	0.71	0.3	0.72	0.76	0.65	0.68
ENSG00000261600	ENSG00000261600	lncRNA	0.57	0.4	0.7	0.3	0.44	0.43	0.37	0.26
ENSG00000261616	ENSG00000261616	lncRNA	0.77	0.78	-0.12	0.28	-3.31	-3.76	-3.61	-2.95
ENSG00000261625	ENSG00000261625	lncRNA	-0.49	0.18	0.53	0.18	-2.76	-1.91	-2.17	-2.24
ENSG00000261634	ENSG00000261634	lncRNA	0.49	0.06	0.37	0.29	0.69	0.13	0.76	0.33
ENSG00000261668	ENSG00000261668	lncRNA	0.58	0.18	0.69	0.3	0.53	0.9	0.12	0.14
ENSG00000261671	ENSG00000261671	lncRNA	-0.75	-0.84	0.68	0.14	-0.04	-0.98	-0.74	-1.27
ENSG00000261722	ENSG00000261722	lncRNA	0.19	0.8	-0.11	0.2	0.33	-0.67	0.29	-0.21
ENSG00000261730	ENSG00000261730	lncRNA	0.65	0.56	0.6	0.25	0.01	0.47	-0.29	-0.42
ENSG00000261757	ENSG00000261757	lncRNA	0.86	-0.22	0.74	0.31	0.79	0.2	0.6	0.67
ENSG00000261761	ENSG00000261761	lncRNA	0.66	0.73	0.7	0.31	0.71	-0.05	0.8	0.96
ENSG00000261762	ENSG00000261762	lncRNA	-0.17	-1.92	0.78	0.27	-0.56	-1.38	-0.24	0.03
ENSG00000261821	ENSG00000261821	lncRNA	0.66	0.76	0.5	0.29	0.56	-0.02	0.62	0.14
ENSG00000261829	ENSG00000261829	lncRNA	-1	-1.83	-3.14	-0.52	0.1	-0.66	1	0.97
ENSG00000261848	ENSG00000261848	lncRNA	-1.12	-2.45	0.42	0.25	-0.07	-1.11	0.37	0.68
ENSG00000261863	ENSG00000261863	lncRNA	-4.15	-2.81	-0.07	-0.47	-2.61	-1.7	-1.78	-1.78
ENSG00000261888	ENSG00000261888	lncRNA	0.66	0.78	0.13	0.24	0.78	0.87	-0.4	-0.55
ENSG00000261978	ENSG00000261978	lncRNA	0.85	0.9	0.61	0.32	0.83	1.04	0.06	0.03
ENSG00000261997	ENSG00000261997	lncRNA	0.63	0.67	-0.35	0.16	0.6	0.83	0.61	0.5
ENSG00000262050	ENSG00000262050	lncRNA	-0.51	0.29	-1.64	-0.07	0.81	0.55	0.02	-0.34
ENSG00000262179	ENSG00000262179	lncRNA	0.62	0.53	-0.41	0.29	0.76	0.86	0.11	-0.18
ENSG00000262198	ENSG00000262198	lncRNA	0.42	0.73	-0.59	-0.1	0.7	0.8	-0.38	-0.34
ENSG00000262313	ENSG00000262313	lncRNA	-1.29	-0.17	-0.5	-0.31	-2.63	-2.62	-2.16	-2.26
ENSG00000262528	ENSG00000262528	lncRNA	0.06	0.32	0.43	0.27	0.74	0.86	-0.36	0.06
ENSG00000262585	ENSG00000262585	lncRNA	0.09	-0.43	0.77	0.32	0.02	-0.27	0.14	0.37
ENSG00000262601	ENSG00000262601	lncRNA	0.56	0.72	0.11	0.3	-1.33	-0.23	-0.29	-1.05
ENSG00000262662	ENSG00000262662	lncRNA	-2.4	-0.19	-0.95	-0.61	-2.47	0.17	-2.33	-1.72
ENSG00000262768	ENSG00000262768	lncRNA	0.53	0	0.68	0.29	0.66	0.07	0.35	0.47
ENSG00000262884	ENSG00000262884	lncRNA	0.48	-0.06	-0.5	0.06	-0.36	-1.07	0.56	0.56
ENSG00000262890	ENSG00000262890	lncRNA	0.01	-0.04	0.74	0.23	0.12	0.32	0.35	0.68
ENSG00000262920	ENSG00000262920	lncRNA	-0.5	-0.48	-3.75	-0.78	0.76	0.91	1.15	1.13
ENSG00000262966	ENSG00000262966	lncRNA	0.18	-0.67	-0.71	-0.05	-0.18	-1.07	0.41	0.52
ENSG00000263041	ENSG00000263041	lncRNA	0.44	-2.95	0.5	0.3	0.73	-1.28	0.87	0.8
ENSG00000263065	ENSG00000263065	lncRNA	0.68	0.8	-0.87	0.27	-3.72	-3.3	-7.08	-3.24
ENSG00000263146	ENSG00000263146	lncRNA	0.3	0.14	0.44	0.33	0.41	0.44	-0.4	-0.09
ENSG00000263293	ENSG00000263293	lncRNA	0.35	-1.29	-0.67	0.27	-0.55	-3.6	0.14	-0.99
ENSG00000263470	ENSG00000263470	lncRNA	0.72	0.63	-0.42	0.26	0.46	0.76	-0.66	-0.97
ENSG00000263489	ENSG00000263489	lncRNA	-1.91	-0.98	0.64	-0.21	-3.5	-3.74	-0.1	-1.45
ENSG00000263718	ENSG00000263718	lncRNA	0.14	-0.25	0.1	0.02	0.29	-1.23	0.84	0.96
ENSG00000263724	ENSG00000263724	lncRNA	0.31	0.68	-1.16	-0.03	0.71	0.83	1.01	1.07
ENSG00000263745	ENSG00000263745	lncRNA	-1.4	-0.8	0.11	0.05	0.18	0.65	0.42	0.7
ENSG00000263874	ENSG00000263874	lncRNA	-1.27	0.28	-0.39	-0.05	-2.93	-1.78	-2.58	-2.44
ENSG00000263893	ENSG00000263893	lncRNA	-0.05	-0.01	0.2	0.29	0.42	0.52	-0.07	0.2
ENSG00000264080	ENSG00000264080	lncRNA	0.54	0.03	0.68	0.31	0.32	-0.03	0.61	0.98
ENSG00000264151	ENSG00000264151	lncRNA	0.79	0.79	0.75	-8.7	0.75	0.88	1.15	-0.62
ENSG00000264177	ENSG00000264177	lncRNA	-2.5	-1.8	-0.45	0.16	0.54	0.62	0.35	0.29
ENSG00000264301	ENSG00000264301	lncRNA	0.24	0.72	0.61	0.3	0.83	1	0.24	0.61
ENSG00000264490	ENSG00000264490	lncRNA	-1.23	0.24	-6.25	-1.14	-2.65	-1.29	-2.96	-2.02
ENSG00000264514	ENSG00000264514	lncRNA	0.22	0.73	-0.5	0.04	0.77	0.75	0.26	0.34
ENSG00000264595	ENSG00000264595	lncRNA	0.14	-0.53	0.65	0.27	0.51	0.77	0.56	0.62
ENSG00000264660	ENSG00000264660	lncRNA	0.06	0.52	0.7	0.28	0.05	0.15	-0.03	0.49
ENSG00000265121	ENSG00000265121	lncRNA	0.32	0.01	-0.51	0.14	0.3	-0.1	0.8	1
ENSG00000265126	ENSG00000265126	lncRNA	0.38	0.46	0.73	0.2	-0.59	-0.45	0.18	-0.24
ENSG00000265142	ENSG00000265142	lncRNA	0.25	0.3	-6	-0.13	-2.38	-1.96	0.96	-0.15
ENSG00000265174	ENSG00000265174	lncRNA	0.79	0.79	0.75	-7.31	0.75	0.88	1.15	-0.13
ENSG00000265179	ENSG00000265179	lncRNA	0.69	0.54	0.63	0.31	0.77	0.9	0.29	0.41
ENSG00000265369	ENSG00000265369	lncRNA	-0.51	-0.98	-2.15	-0.29	0.28	0.49	0.9	0.82
ENSG00000265413	ENSG00000265413	lncRNA	0.93	-0.2	0.65	0.26	0.61	0.88	-0.03	-0.01
ENSG00000265519	ENSG00000265519	lncRNA	0.8	0.89	-0.44	0.29	-1.53	-0.86	-1.3	-1.68
ENSG00000265542	ENSG00000265542	lncRNA	0	0.65	0.07	0.16	0.52	-0.35	-0.34	-0.61
ENSG00000265702	ENSG00000265702	lncRNA	0.16	0.72	0.46	0.33	0.54	0.75	-0.19	-0.03
ENSG00000265717	ENSG00000265717	lncRNA	0.54	0.76	0.39	0.2	0.78	0.97	0.06	0.23
ENSG00000265751	ENSG00000265751	lncRNA	-1	0.65	0.59	0.21	-2.1	0.1	0.53	-0.03
ENSG00000265766	ENSG00000265766	lncRNA	-0.25	-1.52	0.02	0.27	-0.35	-0.27	-0.14	0.3
ENSG00000265778	ENSG00000265778	lncRNA	-0.48	0.18	0.51	0.26	-1.12	-1.58	-1.21	-1.59
ENSG00000265933	ENSG00000265933	lncRNA	0.56	0.47	0.73	0.29	0.54	0.33	0.19	-0.03
